,0,1,2,3,4,5,6,7,8,9,10
0,0.17163265306122447,0.13340000000000005,0.14992,0.12672,0.11447999999999998,0.09668000000000002,0.09259999999999997,0.08116,0.07492,0.06771999999999999,0.06692000000000001
1,0.14472000000000004,0.13351999999999997,0.11259999999999999,0.10456,0.10444,0.08776000000000002,0.08852,0.07436000000000001,0.07252,0.06880000000000003,0.06559999999999999
2,0.13823999999999997,0.11708000000000003,0.09503999999999997,0.09284000000000002,0.08399999999999999,0.07759999999999999,0.07416,0.07044,0.0662,0.06704,0.06372000000000001
3,0.12631999999999996,0.09468,0.09068000000000001,0.08715999999999999,0.08132,0.07991999999999998,0.0754,0.07064,0.06708,0.0616,0.06016000000000001
4,0.10687999999999999,0.10228,0.0906,0.09036000000000001,0.0752,0.07003999999999999,0.07015999999999999,0.06556000000000001,0.06459999999999998,0.0638,0.058920000000000014
5,0.09060000000000003,0.08884000000000002,0.08271999999999999,0.08631999999999998,0.0736,0.06568,0.06688,0.06408,0.06164,0.05871999999999999,0.06263999999999999
6,0.09643999999999998,0.09088000000000002,0.08184,0.07467999999999998,0.07816,0.06756000000000001,0.06280000000000001,0.057640000000000004,0.0574,0.05708,0.0562
7,0.09096,0.08588,0.07691999999999999,0.07803999999999997,0.06615999999999998,0.06507999999999999,0.058960000000000005,0.05972,0.059480000000000005,0.055040000000000006,0.056160000000000015
8,0.09395999999999999,0.0754,0.07339999999999998,0.07199999999999998,0.06364000000000002,0.06431999999999999,0.061800000000000015,0.05880000000000002,0.057760000000000006,0.053800000000000014,0.054800000000000015
9,0.08460000000000001,0.07952000000000001,0.07460000000000001,0.06663999999999999,0.06311999999999998,0.058800000000000005,0.057319999999999996,0.050679999999999996,0.05508,0.05676000000000001,0.053520000000000005
10,0.081,0.0756,0.06963999999999998,0.06827999999999998,0.06228000000000001,0.05752000000000002,0.058280000000000005,0.0556,0.05551999999999999,0.04860000000000001,0.05240000000000002
