,0,1,2,3,4,5,6,7,8,9,10
0,0.3688282828282828,0.33825999999999995,0.30156,0.25400000000000006,0.23779999999999998,0.20806000000000005,0.19535999999999995,0.1874,0.17178000000000002,0.16762000000000005,0.16274000000000008
1,0.3325600000000001,0.30889999999999995,0.27817999999999987,0.25316000000000005,0.2143200000000001,0.20492000000000007,0.18923999999999996,0.17560000000000006,0.15653999999999998,0.16724000000000008,0.15622000000000005
2,0.3163200000000002,0.29268000000000005,0.24113999999999994,0.21650000000000014,0.21018000000000003,0.1983400000000001,0.18539999999999995,0.17366000000000006,0.15634,0.16070000000000004,0.14724
3,0.32488000000000006,0.27004,0.22995999999999994,0.2219400000000001,0.20903999999999998,0.19052000000000002,0.17522,0.16269999999999998,0.15418000000000004,0.16408000000000006,0.15004000000000003
4,0.28723999999999994,0.25937999999999994,0.23294000000000006,0.21209999999999998,0.18880000000000013,0.18208000000000002,0.15990000000000004,0.16486,0.15786,0.15528000000000003,0.13839999999999997
5,0.27485999999999994,0.24716000000000007,0.23097999999999996,0.1905200000000001,0.19028000000000012,0.1826,0.17172,0.16002,0.14623999999999998,0.14213999999999993,0.13518000000000002
6,0.27148,0.23481999999999992,0.21525999999999992,0.19333999999999998,0.19096000000000013,0.17007999999999998,0.16460000000000005,0.16088000000000005,0.15082000000000007,0.14803999999999998,0.14012
7,0.2574600000000001,0.23128,0.20186000000000004,0.19108000000000008,0.17620000000000008,0.16687999999999995,0.16573999999999997,0.15416,0.1451,0.14186000000000004,0.13730000000000006
8,0.2530200000000002,0.23414000000000001,0.2149200000000001,0.18771999999999994,0.18404000000000006,0.16941999999999996,0.16117999999999996,0.15502,0.14919999999999997,0.13945999999999997,0.14082000000000008
9,0.2533399999999999,0.223,0.20770000000000008,0.18307999999999996,0.17154000000000003,0.16326000000000007,0.15552000000000007,0.15295999999999998,0.14636000000000002,0.14715999999999999,0.13376
10,0.23194000000000004,0.21236000000000005,0.19526000000000007,0.18506000000000003,0.16910000000000008,0.16229999999999997,0.1487,0.15566000000000005,0.14443999999999996,0.13850000000000004,0.13246
