Omega \ Sigma,0.0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5
0.0,0.1149,0.11031999999999999,0.11796,0.11362,0.11608,0.12294,0.11134000000000001,0.10787999999999999,0.10851999999999999,0.1151,0.10934
0.2,0.12108,0.1141,0.11206,0.11504,0.11431999999999999,0.10968000000000001,0.11295999999999999,0.10936,0.11295999999999999,0.11123999999999999,0.11278
0.4,0.1215,0.11802,0.10966,0.1108,0.10916,0.11516,0.10834,0.11674,0.10834,0.11436,0.10892
0.6,0.12490000000000001,0.11871999999999999,0.11294,0.11198000000000001,0.11696,0.11131999999999999,0.10926000000000001,0.1123,0.11495999999999999,0.10338,0.11454
0.8,0.13058,0.12776,0.1153,0.12186,0.11322,0.11094,0.11238,0.11288,0.10851999999999999,0.11642,0.10840000000000001
1.0,0.12838,0.13088,0.11832,0.11592,0.10796,0.11804,0.11788,0.11388,0.11284000000000001,0.1105,0.11016
1.2,0.13008,0.13082,0.11718,0.11356000000000001,0.11214,0.1182,0.11884,0.11036,0.11270000000000001,0.1148,0.11116
1.4,0.13813999999999999,0.1419,0.12812,0.121,0.11394,0.11464,0.10887999999999999,0.10601999999999999,0.11092,0.11159999999999999,0.11358
1.6,0.14242,0.12426000000000001,0.12236,0.12196,0.11924,0.11871999999999999,0.10665999999999999,0.11942,0.11223999999999999,0.11159999999999999,0.11128
1.8,0.14748,0.13972,0.13038,0.11522,0.12106,0.11136,0.11184000000000001,0.12246,0.11624,0.11572,0.11322
2.0,0.14646,0.13604,0.12788,0.12206,0.1115,0.12082,0.10890000000000001,0.11684,0.11286,0.10574,0.1141
